id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_subphylum_name,taxon_superclass_name,taxon_class_name,taxon_subclass_name,taxon_superorder_name,taxon_order_name,taxon_suborder_name,taxon_superfamily_name,taxon_family_name,taxon_subfamily_name,taxon_supertribe_name,taxon_tribe_name,taxon_subtribe_name,taxon_genus_name,taxon_genushybrid_name,taxon_species_name,taxon_hybrid_name,taxon_subspecies_name,taxon_variety_name,taxon_form_name,day,trans,…,daycycle
34258220,4e6b573e-7729-4380-851b-1d51c6fd609e,Sat Oct 12 2019 10:16:00 GMT-0700 (PDT),2019-10-12,2019-10-13 02:16:00 +0900,Pacific Time (US & Canada),1521145,avanwinden,,2019-10-13 02:54:54 +0900,2019-10-13 02:55:29 +0900,casual,CC-BY-NC,https://www.inaturalist.org/observations/34258220,https://inaturalist-open-data.s3.amazonaws.com/photos/53892302/medium.jpg,,,,0,0,true,3,"University of California - Santa Barbara, Goleta, CA, US",34.41388604,-119.8461633,25,,,,25,,,false,,,,Santa Barbara,California,United States,California,Santa Barbara,,Bougainvillea,bougainvilleas,Plantae,53804,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Nyctaginaceae,,,,,Bougainvillea,,,,,,,2019-10-12,2019-08-04,,216
34258249,157d514a-7941-4bff-960c-37c09183fc76,Sat Oct 12 2019 10:19:08 GMT-0700 (PDT),2019-10-12,2019-10-13 02:19:08 +0900,Pacific Time (US & Canada),1521145,avanwinden,,2019-10-13 02:55:30 +0900,2019-10-13 02:55:53 +0900,casual,CC-BY-NC,https://www.inaturalist.org/observations/34258249,https://inaturalist-open-data.s3.amazonaws.com/photos/53892324/medium.jpg,,,,0,0,true,3,"University of California - Santa Barbara, Goleta, CA, US",34.4142074,-119.847313,5,,,,5,,,false,,,,Santa Barbara,California,United States,California,Santa Barbara,,Pittosporum tobira,Japanese cheesewood,Plantae,78592,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Pittosporaceae,,,,,Pittosporum,,Pittosporum tobira,,,,,2019-10-12,2019-08-04,,216
34258264,68b4a32d-16f4-4a1e-8630-2770330695d9,Sat Oct 12 2019 10:21:38 GMT-0700 (PDT),2019-10-12,2019-10-13 02:21:38 +0900,Pacific Time (US & Canada),1521145,avanwinden,,2019-10-13 02:55:55 +0900,2025-01-13 11:43:29 +0900,casual,CC-BY-NC,https://www.inaturalist.org/observations/34258264,https://inaturalist-open-data.s3.amazonaws.com/photos/53892352/medium.jpg,,,,0,0,true,3,"University of California - Santa Barbara, Goleta, CA, US",34.41389421,-119.8475141,30,,,,30,,,false,,,,Santa Barbara,California,United States,California,Santa Barbara,,Plantae,plants,Plantae,47126,Plantae,,,,,,,,,,,,,,,,,,,,,,2019-10-12,2019-08-04,,216
34258283,c88ec002-aade-44ec-8cf4-4a261d8975e7,Sat Oct 12 2019 10:28:59 GMT-0700 (PDT),2019-10-12,2019-10-13 02:28:59 +0900,Pacific Time (US & Canada),1521145,avanwinden,,2019-10-13 02:56:16 +0900,2020-02-25 06:22:06 +0900,casual,CC-BY-NC,https://www.inaturalist.org/observations/34258283,https://inaturalist-open-data.s3.amazonaws.com/photos/53892397/medium.jpg,,,,2,0,true,3,"University of California - Santa Barbara, Goleta, CA, US",34.41313783,-119.8474389,10,,,,10,,,false,,,,Santa Barbara,California,United States,California,Santa Barbara,Romarin,Salvia rosmarinus,Rosemary,Plantae,636795,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,,Mentheae,Salviinae,Salvia,,Salvia rosmarinus,,,,,2019-10-12,2019-08-04,,216
34258305,7b0d8e15-24db-418f-8047-ed8b0155c97d,Sat Oct 12 2019 10:32:20 GMT-0700 (PDT),2019-10-12,2019-10-13 02:32:20 +0900,Pacific Time (US & Canada),1521145,avanwinden,,2019-10-13 02:56:41 +0900,2020-02-25 06:22:07 +0900,casual,CC-BY-NC,https://www.inaturalist.org/observations/34258305,https://inaturalist-open-data.s3.amazonaws.com/photos/53892452/medium.jpg,,,,0,0,true,3,"University of California - Santa Barbara, Goleta, CA, US",34.41311273,-119.8472931,25,,,,25,,,false,,,,Santa Barbara,California,United States,California,Santa Barbara,Romarin,Salvia rosmarinus,Rosemary,Plantae,636795,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,,Mentheae,Salviinae,Salvia,,Salvia rosmarinus,,,,,2019-10-12,2019-08-04,,216
34262350,fcce27ca-360c-4556-a5d8-f50e808182a5,Sat Oct 12 2019 10:56:27 GMT-0700 (PDT),2019-10-12,2019-10-13 02:56:27 +0900,Pacific Time (US & Canada),1521145,avanwinden,,2019-10-13 04:10:39 +0900,2019-10-19 05:02:32 +0900,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/34262350,https://inaturalist-open-data.s3.amazonaws.com/photos/53899401/medium.jpg,,,,1,0,false,3,"University of California - Santa Barbara, Goleta, CA, US",34.41104667,-119.8510351,5,,,,5,,,false,,,,Santa Barbara,California,United States,California,Santa Barbara,American asters,Symphyotrichum,American asters,Plantae,56112,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Astereae,Symphyotrichinae,Symphyotrichum,,,,,,,2019-10-12,2019-08-04,,216
34262361,c40d7830-74b0-4c18-a180-112e87172854,Sat Oct 12 2019 11:08:40 GMT-0700 (PDT),2019-10-12,2019-10-13 03:08:40 +0900,Pacific Time (US & Canada),1521145,avanwinden,,2019-10-13 04:10:59 +0900,2024-03-16 01:11:55 +0900,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/34262361,https://inaturalist-open-data.s3.amazonaws.com/photos/53899424/medium.jpg,,,,1,0,false,3,"University of California - Santa Barbara, Goleta, CA, US",34.40764538,-119.8502805,5,,,,5,,,false,,,,Santa Barbara,California,United States,California,Santa Barbara,western ragweed,Ambrosia psilostachya,western ragweed,Plantae,60129,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Heliantheae,Ambrosiinae,Ambrosia,,Ambrosia psilostachya,,,,,2019-10-12,2019-08-04,,216
34262377,e0956bcd-5bbb-486b-8540-2c6e4af83812,Sat Oct 12 2019 11:09:56 GMT-0700 (PDT),2019-10-12,2019-10-13 03:09:56 +0900,Pacific Time (US & Canada),1521145,avanwinden,,2019-10-13 04:11:13 +0900,2020-11-24 07:09:53 +0900,research,CC-BY-NC,https://www.inaturalist.org/observations/34262377,https://inaturalist-open-data.s3.amazonaws.com/photos/53899433/medium.jpg,,,,2,0,false,3,"University of California - Santa Barbara, Goleta, CA, US",34.40766638,-119.8508588,5,,,,5,,,false,,,,Santa Barbara,California,United States,California,Santa Barbara,California brittlebush,Encelia californica,California brittlebush,Plantae,64141,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Heliantheae,Enceliinae,Encelia,,Encelia californica,,,,,2019-10-12,2019-08-04,,216
34262385,8d8f33f5-8870-4637-a83e-b97f19d29cae,Sat Oct 12 2019 11:11:26 GMT-0700 (PDT),2019-10-12,2019-10-13 03:11:26 +0900,Pacific Time (US & Canada),1521145,avanwinden,,2019-10-13 04:11:23 +0900,2019-10-17 15:32:22 +0900,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/34262385,https://inaturalist-open-data.s3.amazonaws.com/photos/53899500/medium.jpg,,,,1,0,false,3,"Goleta, CA, US",34.40788665,-119.8513592,5,,,,5,,,false,,,,Santa Barbara,California,United States,California,Santa Barbara,asters and allies,Astereae,asters and allies,Plantae,461542,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Astereae,,,,,,,,,2019-10-12,2019-08-04,,216
34262440,c3a9fa3a-6bee-472f-9aba-bd54b9637aeb,Sat Oct 12 2019 11:14:47 GMT-0700 (PDT),2019-10-12,2019-10-13 03:14:47 +0900,Pacific Time (US & Canada),1521145,avanwinden,,2019-10-13 04:12:13 +0900,2021-02-23 11:38:17 +0900,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/34262440,https://inaturalist-open-data.s3.amazonaws.com/photos/53899544/medium.jpg,,,,4,0,false,3,"University of California - Santa Barbara, Goleta, CA, US",34.40786486,-119.8515188,5,,,,5,,,false,,,,Santa Barbara,California,United States,California,Santa Barbara,asters and allies,Astereae,asters and allies,Plantae,461542,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Astereae,,,,,,,,,2019-10-12,2019-08-04,,216
34262463,181fad8d-5da6-4ad3-a05e-9035c666049f,Sat Oct 12 2019 11:15:39 GMT-0700 (PDT),2019-10-12,2019-10-13 03:15:39 +0900,Pacific Time (US & Canada),1521145,avanwinden,,2019-10-13 04:12:41 +0900,2020-11-24 07:14:36 +0900,research,CC-BY-NC,https://www.inaturalist.org/observations/34262463,https://inaturalist-open-data.s3.amazonaws.com/photos/53899566/medium.jpg,,,,2,0,false,3,"University of California - Santa Barbara, Goleta, CA, US",34.40784935,-119.8514182,10,,,,10,,,false,,,,Santa Barbara,California,United States,California,Santa Barbara,California brittlebush,Encelia californica,California brittlebush,Plantae,64141,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Heliantheae,Enceliinae,Encelia,,Encelia californica,,,,,2019-10-12,2019-08-04,,216
34262508,98406263-0eab-49a9-b4f3-79d2ab42ad9f,Sat Oct 12 2019 12:06:38 GMT-0700 (PDT),2019-10-12,2019-10-13 04:06:38 +0900,Pacific Time (US & Canada),1521145,avanwinden,,2019-10-13 04:13:09 +0900,2020-07-01 06:06:14 +0900,research,CC-BY-NC,https://www.inaturalist.org/observations/34262508,https://inaturalist-open-data.s3.amazonaws.com/photos/53899627/medium.jpg,,,,2,0,false,3,"University of California - Santa Barbara, Goleta, CA, US",34.41231737,-119.8422847,25,,,,25,,,false,,,,Santa Barbara,California,United States,California,Santa Barbara,common yarrow,Achillea millefolium,common yarrow,Plantae,52821,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Anthemideae,Matricariinae,Achillea,,Achillea millefolium,,,,,2019-10-12,2019-08-04,,216
34262529,00a05e59-ed61-49ed-9d9c-250d51d71735,Sat Oct 12 2019 12:07:16 GMT-0700 (PDT),2019-10-12,2019-10-13 04:07:16 +0900,Pacific Time (US & Canada),1521145,avanwinden,,2019-10-13 04:13:29 +0900,2020-07-01 06:06:15 +0900,research,CC-BY-NC,https://www.inaturalist.org/observations/34262529,https://inaturalist-open-data.s3.amazonaws.com/photos/53899665/medium.jpg,,,,2,0,false,3,"University of California - Santa Barbara, Goleta, CA, US",34.41230379,-119.8422472,25,,,,25,,,false,,,,Santa Barbara,California,United States,California,Santa Barbara,common yarrow,Achillea millefolium,common yarrow,Plantae,52821,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Anthemideae,Matricariinae,Achillea,,Achillea millefolium,,,,,2019-10-12,2019-08-04,,216
34262546,3f009ce1-3562-41dd-8311-d4824840a3ba,Sat Oct 12 2019 12:08:49 GMT-0700 (PDT),2019-10-12,2019-10-13 04:08:49 +0900,Pacific Time (US & Canada),1521145,avanwinden,,2019-10-13 04:13:54 +0900,2019-10-17 15:28:08 +0900,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/34262546,https://inaturalist-open-data.s3.amazonaws.com/photos/53899683/medium.jpg,,,,1,0,false,3,"University of California - Santa Barbara, Goleta, CA, US",34.41222638,-119.8419927,25,,,,25,,,false,,,,Santa Barbara,California,United States,California,Santa Barbara,hollyhocks,Alcea,hollyhocks,Plantae,62206,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malvales,,,Malvaceae,Malvoideae,,Malveae,,Alcea,,,,,,,2019-10-12,2019-08-04,,216
34262653,dcd3668d-a269-466b-a561-848134f5df44,Sat Oct 12 2019 10:05:12 GMT-0700 (PDT),2019-10-12,2019-10-13 02:05:12 +0900,Pacific Time (US & Canada),1316650,charliethrift,,2019-10-13 04:15:33 +0900,2022-11-07 14:11:25 +0900,needs_id,,https://www.inaturalist.org/observations/34262653,https://static.inaturalist.org/photos/53899835/medium.jpg,,,,1,0,false,3,"University of California - Santa Barbara, Goleta, CA, US",34.41250684,-119.8432435,10,,,,10,,,false,,,,Santa Barbara,California,United States,California,Santa Barbara,Cotoneasters,Cotoneaster,Cotoneasters,Plantae,53376,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,,Maleae,,Cotoneaster,,,,,,,2019-10-12,2019-08-04,,216
34262683,7222a30f-3185-4232-b8d2-cd87a30f5c2e,Sat Oct 12 2019 10:23:31 GMT-0700 (PDT),2019-10-12,2019-10-13 02:23:31 +0900,Pacific Time (US & Canada),1316650,charliethrift,,2019-10-13 04:15:49 +0900,2019-11-24 08:26:54 +0900,casual,,https://www.inaturalist.org/observations/34262683,https://static.inaturalist.org/photos/53899874/medium.jpg,,,,1,0,true,3,"University of California - Santa Barbara, Goleta, CA, US",34.41392284,-119.846945,10,,,,10,,,false,,,,Santa Barbara,California,United States,California,Santa Barbara,Chinese hibiscus,Hibiscus rosa-sinensis,Chinese hibiscus,Plantae,62876,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malvales,,,Malvaceae,Malvoideae,,Hibisceae,,Hibiscus,,Hibiscus rosa-sinensis,,,,,2019-10-12,2019-08-04,,216
34262709,9eec3683-30c5-4c25-b951-21cacc5048ad,Sat Oct 12 2019 10:24:41 GMT-0700 (PDT),2019-10-12,2019-10-13 02:24:41 +0900,Pacific Time (US & Canada),1316650,charliethrift,,2019-10-13 04:16:20 +0900,2022-02-02 14:48:58 +0900,research,,https://www.inaturalist.org/observations/34262709,https://static.inaturalist.org/photos/53899924/medium.jpg,,,,1,0,false,3,"University of California - Santa Barbara, Goleta, CA, US",34.41378919,-119.8468517,5,,,,5,,,false,,,,Santa Barbara,California,United States,California,Santa Barbara,Late cotoneaster,Cotoneaster coriaceus,Late cotoneaster,Plantae,411074,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,,Maleae,,Cotoneaster,,Cotoneaster coriaceus,,,,,2019-10-12,2019-08-04,,216
34262734,675cb43f-58ad-4655-8a23-7757b21411c5,Sat Oct 12 2019 10:25:15 GMT-0700 (PDT),2019-10-12,2019-10-13 02:25:15 +0900,Pacific Time (US & Canada),1316650,charliethrift,,2019-10-13 04:16:51 +0900,2019-11-24 08:26:19 +0900,casual,,https://www.inaturalist.org/observations/34262734,https://static.inaturalist.org/photos/53899954/medium.jpg,,,,1,0,true,3,"University of California - Santa Barbara, Goleta, CA, US",34.41377096,-119.8468271,5,,,,5,,,false,,,,Santa Barbara,California,United States,California,Santa Barbara,blue lily,Agapanthus praecox,blue lily,Plantae,199324,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Amaryllidaceae,Agapanthoideae,,,,Agapanthus,,Agapanthus praecox,,,,,2019-10-12,2019-08-04,,216
34262788,589727e5-ae7f-40ee-b454-6192c43b98c3,Sat Oct 12 2019 12:06:35 GMT-0700 (PDT),2019-10-12,2019-10-13 04:06:35 +0900,Pacific Time (US & Canada),1316650,charliethrift,,2019-10-13 04:17:55 +0900,2019-11-24 08:25:23 +0900,research,,https://www.inaturalist.org/observations/34262788,https://static.inaturalist.org/photos/53900035/medium.jpg,,,,1,0,false,3,"Santa Barbara County, US-CA, US",34.41215673,-119.8423207,10,,,,10,,,false,,,,Santa Barbara,California,United States,California,Santa Barbara,hoary aster,Dieteria canescens,Hoary Tansyaster,Plantae,76655,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Astereae,Machaerantherinae,Dieteria,,Dieteria canescens,,,,,2019-10-12,2019-08-04,,216
34262797,eb884c9e-fdbb-420f-bf95-ef4ff1361f9b,Sat Oct 12 2019 12:07:12 GMT-0700 (PDT),2019-10-12,2019-10-13 04:07:12 +0900,Pacific Time (US & Canada),1316650,charliethrift,,2019-10-13 04:18:12 +0900,2020-07-01 06:06:16 +0900,research,,https://www.inaturalist.org/observations/34262797,https://static.inaturalist.org/photos/53900062/medium.jpg,,,,3,0,false,3,"Santa Barbara County, US-CA, US",34.41224981,-119.8422544,5,,,,5,,,false,,,,Santa Barbara,California,United States,California,Santa Barbara,common yarrow,Achillea millefolium,common yarrow,Plantae,52821,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Anthemideae,Matricariinae,Achillea,,Achillea millefolium,,,,,2019-10-12,2019-08-04,,216
34262823,e61ac935-083e-430a-855f-1993fce01ae0,Sat Oct 12 2019 12:08:35 GMT-0700 (PDT),2019-10-12,2019-10-13 04:08:35 +0900,Pacific Time (US & Canada),1316650,charliethrift,,2019-10-13 04:18:31 +0900,2021-01-10 03:36:55 +0900,research,,https://www.inaturalist.org/observations/34262823,https://static.inaturalist.org/photos/53900082/medium.jpg,,,,3,0,false,3,"Santa Barbara County, US-CA, US",34.41223376,-119.8421329,25,,,,25,,,false,,,,Santa Barbara,California,United States,California,Santa Barbara,California fuchsia,Epilobium canum,California fuchsia,Plantae,53051,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Onagraceae,,,,,Epilobium,,Epilobium canum,,,,,2019-10-12,2019-08-04,,216
34270049,f9e08f81-8250-4647-a1b1-805bb0500a44,Sat Oct 12 2019 09:46:57 GMT-0700 (PDT),2019-10-12,2019-10-13 01:46:57 +0900,Pacific Time (US & Canada),1376052,taylorc,Taylor Curtis,2019-10-13 06:26:51 +0900,2025-02-11 23:40:01 +0900,needs_id,,https://www.inaturalist.org/observations/34270049,https://static.inaturalist.org/photos/53912255/medium.jpg,,,,0,0,false,3,"University of California - Santa Barbara, Goleta, CA, US",34.41274204,-119.8438315,10,,,,10,,,false,,,,Santa Barbara,California,United States,California,Santa Barbara,,Plantae,plants,Plantae,47126,Plantae,,,,,,,,,,,,,,,,,,,,,,2019-10-12,2019-08-04,,216
34270070,2b974fe9-cea1-4485-80ff-797d0eded37c,Sat Oct 12 2019 09:49:12 GMT-0700 (PDT),2019-10-12,2019-10-13 01:49:12 +0900,Pacific Time (US & Canada),1376052,taylorc,Taylor Curtis,2019-10-13 06:27:19 +0900,2024-02-23 07:39:32 +0900,casual,,https://www.inaturalist.org/observations/34270070,https://static.inaturalist.org/photos/53912299/medium.jpg,,,,2,0,true,3,"University of California - Santa Barbara, Goleta, CA, US",34.41279116,-119.8439611,5,,,,5,,open,false,,,,Santa Barbara,California,United States,California,Santa Barbara,Be-still tree,Cascabela thevetia,Be-still tree,Plantae,277115,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,Apocynaceae,Rauvolfioideae,,,,Cascabela,,Cascabela thevetia,,,,,2019-10-12,2019-08-04,,216
34270096,181012b9-430c-4333-ac14-f4113244f8ca,Sat Oct 12 2019 09:57:27 GMT-0700 (PDT),2019-10-12,2019-10-13 01:57:27 +0900,Pacific Time (US & Canada),1376052,taylorc,Taylor Curtis,2019-10-13 06:27:50 +0900,2019-10-17 14:59:22 +0900,casual,,https://www.inaturalist.org/observations/34270096,https://static.inaturalist.org/photos/53912348/medium.jpg,,,,1,0,true,3,"University of California - Santa Barbara, Goleta, CA, US",34.41299731,-119.8459962,5,,,,5,,,false,,,,Santa Barbara,California,United States,California,Santa Barbara,Yellow Daylily,Hemerocallis lilioasphodelus,yellow daylily,Plantae,163663,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Asphodelaceae,Hemerocallidoideae,,,,Hemerocallis,,Hemerocallis lilioasphodelus,,,,,2019-10-12,2019-08-04,,216
34270114,86217e5b-e4ce-41b2-a81a-b9238a9b46a1,Sat Oct 12 2019 10:31:08 GMT-0700 (PDT),2019-10-12,2019-10-13 02:31:08 +0900,Pacific Time (US & Canada),1376052,taylorc,Taylor Curtis,2019-10-13 06:28:14 +0900,2019-10-17 15:02:56 +0900,needs_id,,https://www.inaturalist.org/observations/34270114,https://static.inaturalist.org/photos/53912382/medium.jpg,,,,0,0,false,3,"Campus Lagoon, Goleta, CA, US",34.41057888,-119.8502919,5,,,,5,,,false,,,,Santa Barbara,California,United States,California,Santa Barbara,goldenrods,Solidago,goldenrods,Plantae,48678,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Astereae,Solidagininae,Solidago,,,,,,,2019-10-12,2019-08-04,,216
34270151,22db571b-0ede-4a3c-88c4-ff091481ab05,Sat Oct 12 2019 10:45:17 GMT-0700 (PDT),2019-10-12,2019-10-13 02:45:17 +0900,Pacific Time (US & Canada),1376052,taylorc,Taylor Curtis,2019-10-13 06:29:03 +0900,2019-10-17 14:55:03 +0900,research,,https://www.inaturalist.org/observations/34270151,https://static.inaturalist.org/photos/53944930/medium.jpg,,,,1,0,false,3,"University of California - Santa Barbara, Goleta, CA, US",34.40773901,-119.8503361,5,,,,5,,,false,,,,Santa Barbara,California,United States,California,Santa Barbara,California brittlebush,Encelia californica,California brittlebush,Plantae,64141,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Heliantheae,Enceliinae,Encelia,,Encelia californica,,,,,2019-10-12,2019-08-04,,216
34288550,742845a9-bee7-411e-8f74-f2a0b0020946,Sat Oct 12 2019 10:47:11 GMT-0700 (PDT),2019-10-12,2019-10-13 02:47:11 +0900,Pacific Time (US & Canada),1376052,taylorc,Taylor Curtis,2019-10-13 14:00:15 +0900,2021-10-26 09:36:14 +0900,research,,https://www.inaturalist.org/observations/34288550,https://static.inaturalist.org/photos/53944963/medium.jpg,,,,4,1,false,3,"University of California - Santa Barbara, Goleta, CA, US",34.40785761,-119.8504108,5,,,,5,,,false,,,,Santa Barbara,California,United States,California,Santa Barbara,California fuchsia,Epilobium canum,California fuchsia,Plantae,53051,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Onagraceae,,,,,Epilobium,,Epilobium canum,,,,,2019-10-12,2019-08-04,,216
34288613,2fd4beb8-6e4a-41aa-91e9-cba52b0cd97e,Sat Oct 12 2019 11:55:43 GMT-0700 (PDT),2019-10-12,2019-10-13 03:55:43 +0900,Pacific Time (US & Canada),1376052,taylorc,Taylor Curtis,2019-10-13 14:02:02 +0900,2019-10-17 14:50:16 +0900,research,,https://www.inaturalist.org/observations/34288613,https://static.inaturalist.org/photos/53945059/medium.jpg,,,,1,0,false,3,"University of California - Santa Barbara, Goleta, CA, US",34.40594725,-119.8443473,5,,,,5,,,false,,,,Santa Barbara,California,United States,California,Santa Barbara,California poppy,Eschscholzia californica,California poppy,Plantae,48225,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Papaveraceae,Papaveroideae,,Eschscholzieae,,Eschscholzia,,Eschscholzia californica,,,,,2019-10-12,2019-08-04,,216
34288631,62dffd1f-7be5-4433-b99d-eedee43cd710,Sat Oct 12 2019 12:07:20 GMT-0700 (PDT),2019-10-12,2019-10-13 04:07:20 +0900,Pacific Time (US & Canada),1376052,taylorc,Taylor Curtis,2019-10-13 14:02:47 +0900,2019-10-17 14:50:05 +0900,research,,https://www.inaturalist.org/observations/34288631,https://static.inaturalist.org/photos/53945113/medium.jpg,,,,1,0,false,3,"University of California - Santa Barbara, Goleta, CA, US",34.41178692,-119.8421664,5,,,,5,,,false,,,,Santa Barbara,California,United States,California,Santa Barbara,California poppy,Eschscholzia californica,California poppy,Plantae,48225,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Papaveraceae,Papaveroideae,,Eschscholzieae,,Eschscholzia,,Eschscholzia californica,,,,,2019-10-12,2019-08-04,,216
34288645,752eb605-cf46-46c4-a03f-acd5b726567d,Sat Oct 12 2019 12:07:50 GMT-0700 (PDT),2019-10-12,2019-10-13 04:07:50 +0900,Pacific Time (US & Canada),1376052,taylorc,Taylor Curtis,2019-10-13 14:03:55 +0900,2019-11-17 03:22:50 +0900,needs_id,,https://www.inaturalist.org/observations/34288645,https://static.inaturalist.org/photos/56400451/medium.jpg,,,,0,0,false,3,"University of California - Santa Barbara, Goleta, CA, US",34.41179145,-119.8421241,5,,,,5,,,false,,,,Santa Barbara,California,United States,California,Santa Barbara,,Dieteria canescens,Hoary Tansyaster,Plantae,76655,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Astereae,Machaerantherinae,Dieteria,,Dieteria canescens,,,,,2019-10-12,2019-08-04,,216
34571024,70213acc-643e-4f8c-ba97-62e3016613d4,2019-10-12 10:33:43 AM PDT,2019-10-12,2019-10-13 02:33:43 +0900,Pacific Time (US & Canada),1573615,excarpobro,Jagger Joyner,2019-10-19 15:34:29 +0900,2020-06-09 08:20:37 +0900,casual,,https://www.inaturalist.org/observations/34571024,https://static.inaturalist.org/photos/54421987/medium.jpeg,,,,2,0,true,2,"Isla Vista, CA 93117, USA",34.4131814,-119.8473715,5,,,,5,,,false,,,,Santa Barbara,California,United States,California,Santa Barbara,Rosemary,Salvia rosmarinus,Rosemary,Plantae,636795,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,,Mentheae,Salviinae,Salvia,,Salvia rosmarinus,,,,,2019-10-12,2019-08-04,,216
34571032,999687e0-32e3-4ce2-9e2c-fa2a3521e2c0,2019-10-12 11:18:22 AM PDT,2019-10-12,2019-10-13 03:18:22 +0900,Pacific Time (US & Canada),1573615,excarpobro,Jagger Joyner,2019-10-19 15:34:50 +0900,2020-11-30 05:36:18 +0900,research,,https://www.inaturalist.org/observations/34571032,https://static.inaturalist.org/photos/54422005/medium.jpeg,,,,1,0,false,2,"887, Santa Barbara, CA 93106, USA",34.40753384,-119.8503068,5,,,,5,,,false,,,,Santa Barbara,California,United States,California,Santa Barbara,Coastal Goldenbush,Isocoma menziesii,Coastal Goldenbush,Plantae,77511,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Astereae,Machaerantherinae,Isocoma,,Isocoma menziesii,,,,,2019-10-12,2019-08-04,,216
