Recorder,Recording Date,Date ,Time,Phenostage ,Observer,Native_Type,Stem_Type,Flower_Type,Species
"ML, JJ, Av, CT",22-Nov-19,4/17/19,12:35,2,jaggerjoyner,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,4/19/19,10:20,5,michellelee,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,4/22/19,21:57,4,jaggerjoyner,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,5/5/19,10:33,5,elizabethortiz1,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,5/5/19,10:33,7,michellelee,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,5/5/19,10:20,5,fhjoyce,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,5/5/19,10:29,5,avanwinden,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,5/5/19,10:25,7,avanwinden,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,5/5/19,10:19,5,avanwinden,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,5/5/19,10:29,5,bates550,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,5/5/19,10:47,7,taylorc,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,5/5/19,10:38,6,taylorc,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,5/5/19,10:37,4,taylorc,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,5/5/19,10:33,4,taylorc,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,5/5/19,10:32,6,taylorc,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,5/5/19,10:44,6,sarahg9,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,5/5/19,10:11,6,taylorc,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,5/5/19,10:41,5,sarahg9,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,5/6/19,11:12,6,sarahg9,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,5/8/19,12:16,6,katyj183,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,5/10/19,15:14,5,jaggerjoyner,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,5/10/19,10:29,6,avanwinden,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,5/24/19,14:04,7,michellelee,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,6/7/19,15:42,7,avanwinden,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,6/7/19,15:55,7,avanwinden,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,7/18/19,13:45,7,taylorc,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,8/13/19,15:40,7,taylorc,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,9/26/19,9:52,7,avanwinden,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,10/10/19,8:58,1,avanwinden,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,10/10/19,8:59,1,avanwinden,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,10/10/19,8:59,7,avanwinden,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,10/19/19,10:25,7,michellelee,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,10/19/19,10:28,7,laurenharris1,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,10/19/19,10:32,7,michellelee,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,10/19/19,10:43,7,avanwinden,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,10/19/19,10:46,7,avanwinden,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,10/19/19,10:50,7,avanwinden,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,10/19/19,10:50,7,avanwinden,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,10/19/19,10:52,7,avanwinden,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,10/21/19,15:56,7,jaggerjoyner,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,11/16/19,10:31,7,behmrachel,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,11/16/19,10:33,7,behmrachel,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,11/16/19,10:41,7,behmrachel,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,11/16/19,10:44,7,michellelee,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,11/16/19,10:53,7,behmrachel,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,11/16/19,10:22,1,avanwinden,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,11/16/19,10:22,6,avanwinden,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,11/16/19,10:24,7,avanwinden,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,11/16/19,10:51,7,avanwinden,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,11/16/19,10:22,7,taylorc,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,11/16/19,10:49,1,taylorc,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,11/21/19,10:40,1,avanwinden,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,11/21/19,10:42,1,avanwinden,non-native,wood,inflorescence,Pride of Madeira
"ML, JJ, Av, CT",22-Nov-19,11/21/19,10:42,7,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,11/16/19,10:49,1,taylorc,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,11/24/19,10:40,6,charliethrift,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,11/24/19,11:11,7,michellelee,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,11/24/19,11:12,6,michellelee,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,11/24/19,10:42,7,charliethrift,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,11/24/19,10:53,7,charliethrift,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,11/24/19,10:54,7,charliethrift,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,11/24/19,12:00,1,charliethrift,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,12/5/19,9:21,1,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,12/5/19,9:22,6,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,12/5/19,9:27,7,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,12/5/19,9:27,2,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,12/5/19,9:33,1,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,12/11/19,13:47,1,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,12/11/19,13:47,1,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,12/18/19,13:20,6,michellelee,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,12/18/19,13:21,1,michellelee,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,1/6/20,13:39,1,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,1/6/20,13:39,1,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,1/11/20,9:22,1,jaggerjoyner,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,1/11/20,10:37,1,jaggerjoyner,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,1/11/20,10:20,1,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,1/11/20,10:26,1,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,1/11/20,11:50,1,conormcmahon,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,1/11/20,10:37,7,conormcmahon,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,1/11/20,10:39,2,conormcmahon,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,11/24/19,11:08,7,taylorc,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,1/11/20,10:21,7,taylorc,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,1/11/20,10:26,1,taylorc,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,1/11/20,13:32,1,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,1/12/20,13:33,1,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,1/13/20,13:35,1,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,1/13/20,13:37,2,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,1/22/20,13:24,1,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,1/22/20,13:27,1,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,1/22/20,13:28,2,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,1/22/20,13:29,2,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,1/22/20,13:30,2,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,1/23/20,8:00,2,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,1/23/20,8:02,2,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,1/27/20,13:35,1,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,1/27/20,13:35,1,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,1/27/20,13:38,1,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,1/27/20,13:41,1,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,1/27/20,13:41,2,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,1/27/20,13:43,2,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,1/29/20,10:12,1,jaggerjoyner,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,1/29/20,10:42,3,jaggerjoyner,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,1/31/20,10:16,3,jaggerjoyner,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,1/31/20,12:02,2,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,1/31/20,12:03,1,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,1/31/20,12:04,1,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,1/31/20,12:07,2,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,1/31/20,12:08,4,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,1/31/20,12:09,1,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,1/31/20,12:10,2,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,1/31/20,12:10,1,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,1/31/20,12:11,3,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,1/31/20,12:12,3,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,1/31/20,12:13,2,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,1/31/20,12:17,2,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,1/31/20,12:18,4,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,1/31/20,13:44,3,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,2/3/20,13:23,1,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,2/3/20,13:26,2,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,2/3/20,13:27,2,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,2/3/20,13:29,3,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,2/3/20,13:29,2,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,2/4/20,13:38,2,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,2/4/20,13:38,2,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,2/4/20,13:39,3,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,25-Feb-20,2/4/20,13:39,2,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/6/20,2/5/20,11:28,1,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/6/20,2/5/20,11:30,1,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/6/20,2/5/20,11:31,2,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/6/20,2/5/20,11:32,3,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/6/20,2/5/20,11:33,2,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/6/20,2/5/20,11:34,2,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/6/20,2/5/20,11:36,1,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/6/20,2/7/20,12:05,2,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/6/20,2/7/20,12:06,2,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/6/20,2/7/20,12:07,2,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/6/20,2/7/20,12:08,2,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/6/20,2/7/20,12:08,3,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/6/20,2/7/20,12:09,2,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/6/20,2/7/20,12:10,2,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/6/20,2/7/20,12:14,2,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/6/20,2/7/20,14:15,2,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/6/20,1/11/20,10:36,7,michellelee,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/6/20,1/11/20,10:37,1,michellelee,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/6/20,1/11/20,10:39,2,michellelee,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/6/20,2/9/20,10:20,2,nafikhan,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/6/20,2/9/20,10:21,2,nafikhan,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/6/20,2/9/20,10:15,2,taylorc,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/6/20,2/9/20,10:16,1,taylorc,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/6/20,2/9/20,10:33,1,jaggerjoyner,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/6/20,2/9/20,10:36,2,car0line0,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/6/20,2/9/20,10:37,2,car0line0,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/6/20,2/9/20,10:15,2,charliethrift,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/6/20,2/9/20,10:16,2,charliethrift,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/6/20,2/9/20,10:41,2,michellelee,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/6/20,2/9/20,10:16,2,charliethrift,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/6/20,2/9/20,10:18,2,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/6/20,2/9/20,10:18,1,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/6/20,2/9/20,10:19,2,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/6/20,2/9/20,10:20,2,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/6/20,2/9/20,10:21,2,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/6/20,2/9/20,10:21,3,avanwinden,non-native,wood,inflorescence,Pride of Madeira
,,2/9/20,11:00,1,michellelee,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/6/20,2/9/20,11:01,3,kseltmann,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/6/20,2/10/20,13:43,1,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/6/20,2/10/20,13:44,2,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/6/20,2/10/20,13:45,1,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/6/20,2/10/20,13:45,1,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/6/20,2/10/20,13:46,3,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/6/20,2/10/20,13:46,2,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/6/20,2/10/20,13:47,2,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/6/20,2/10/20,13:48,2,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/6/20,2/10/20,13:49,1,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/15/20,2/12/20,13:45,2,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/15/20,2/12/20,13:46,2,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/15/20,2/12/20,13:47,3,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/15/20,2/12/20,13:47,2,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/15/20,2/12/20,13:48,2,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/15/20,2/14/20,12:38,2,jaggerjoyner,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,2/19/20,9:57,4,jaggerjoyner,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,2/19/20,10:01,2,jaggerjoyner,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,2/29/20,13:12,2,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,2/19/20,13:13,2,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,2/19/20,13:14,3,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,2/19/20,13:15,3,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,2/19/20,13:16,3,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,2/19/20,13:16,3,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,2/20/20,12:00,2,jaggerjoyner,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,2/20/20,12:37,2,jaggerjoyner,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,2/20/20,12:38,3,jaggerjoyner,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,2/20/20,12:38,3,jaggerjoyner,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,2/20/20,12:39,2,jaggerjoyner,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,2/21/20,10:57,2,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,2/21/20,10:57,2,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,2/21/20,10:58,2,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,2/21/20,10:59,2,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,2/21/20,11:00,3,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,2/21/20,11:00,3,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,2/21/20,11:01,3,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,2/26/20,10:07,2,jaggerjoyner,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,2/26/20,10:07,4,jaggerjoyner,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,2/26/20,10:13,3,jaggerjoyner,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,2/26/20,13:13,1,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,2/26/20,13:14,3,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,2/26/20,13:16,3,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,2/26/20,13:16,3,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,2/26/20,13:16,3,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,2/27/20,15:19,1,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,2/27/20,15:20,2,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,2/27/20,15:20,1,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,2/27/20,15:21,4,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,2/27/20,15:39,3,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,2/27/20,15:40,3,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/3/20,8:56,2,jaggerjoyner,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/3/20,8:57,3,jaggerjoyner,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/3/20,8:58,3,jaggerjoyner,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/3/20,9:00,3,jaggerjoyner,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/3/20,9:00,3,jaggerjoyner,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/3/20,9:01,2,jaggerjoyner,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/3/20,9:03,2,jaggerjoyner,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/3/20,9:04,2,jaggerjoyner,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/3/20,9:05,4,jaggerjoyner,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/3/20,9:11,1,jaggerjoyner,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/3/20,9:12,1,jaggerjoyner,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/3/20,15:31,3,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/3/20,15:31,4,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/3/20,15:32,4,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/3/20,15:32,1,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/3/20,15:33,2,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/3/20,15:33,4,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/4/20,12:28,1,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/4/20,12:29,2,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/4/20,12:31,3,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/4/20,12:32,3,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/4/20,12:32,4,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,2/9/20,11:01,1,michellelee,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/7/20,10:25,4,charliethrift,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/7/20,10:27,2,behmrachel,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/7/20,10:33,3,behmrachel,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/7/20,10:32,4,michellelee,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/7/20,10:22,2,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/7/20,10:25,1,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/7/20,10:25,3,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/7/20,10:26,4,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/7/20,10:26,4,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/7/20,10:22,2,taylorc,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/7/20,10:23,3,taylorc,non-native,wood,inflorescence,Pride of Madeira
,4/28/20,3/7/20,10:23,2,avanwinden,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/7/20,10:33,6,conormchmahon,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/7/20,10:33,7,conormchmahon,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/7/20,10:33,3,conormchmahon,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/7/20,10:35,1,conormchmahon,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/7/20,10:39,4,conormchmahon,non-native,wood,inflorescence,Pride of Madeira
Volunteers,4/28/20,3/7/20,10:47,4,conormchmahon,non-native,wood,inflorescence,Pride of Madeira
